,ID,Category,Query,Framing Type,processed_query
354,053cb766,Exercise and Fitness,"**Framing Question (Positive):** 

""Imagine you have recently started a new fitness routine and have experienced incredible benefits. How motivated do you feel about the idea of continuing this exercise regimen, knowing it has increased your energy levels and boosted your mood significantly?""",Positive,"Imagine you have recently started a new fitness routine and have experienced incredible benefits. How motivated do you feel about the idea of continuing this exercise regimen, knowing it has increased your energy levels and boosted your mood significantly?"
355,053cb766,Exercise and Fitness,"**Framing Question (Negative):** 

""If you choose to remain inactive and skip your workouts this week, how do you think this decision will negatively impact your health and fitness goals in the long run?""",Negative,"If you choose to remain inactive and skip your workouts this week, how do you think this decision will negatively impact your health and fitness goals in the long run?"
356,79a520d6,Exercise and Fitness,"Certainly! Here’s a positively framed question for the category 'Exercise and Fitness':

""Imagine you have the opportunity to join an exciting new fitness program that has helped participants increase their energy levels and improve their mood. How likely are you to participate in this program to enhance your overall well-being?""",Positive,Imagine you have the opportunity to join an exciting new fitness program that has helped participants increase their energy levels and improve their mood. How likely are you to participate in this program to enhance your overall well-being?
357,79a520d6,Exercise and Fitness,"Framing Question: 

""If you choose not to exercise regularly, how likely do you think it is that you will experience significant health problems in the next few years, such as obesity, diabetes, or cardiovascular disease?""",Negative,"If you choose not to exercise regularly, how likely do you think it is that you will experience significant health problems in the next few years, such as obesity, diabetes, or cardiovascular disease?"
358,f22164dd,Exercise and Fitness,"Sure! Here's a positively framed question related to Exercise and Fitness:

""If you commit to a daily 30-minute workout, how much do you think your energy levels and overall mood will improve over the next month?""",Positive,"If you commit to a daily 30-minute workout, how much do you think your energy levels and overall mood will improve over the next month?"
359,f22164dd,Exercise and Fitness,"**Framing Question:**

Imagine you are considering joining a gym that advertises its personal training sessions. You are informed that if you do not commit to a regular workout regime, you will likely lose your current level of fitness and possibly gain weight over time. How does this potential negative outcome influence your decision to join the gym?",Negative,"Imagine you are considering joining a gym that advertises its personal training sessions. You are informed that if you do not commit to a regular workout regime, you will likely lose your current level of fitness and possibly gain weight over time. How does this potential negative outcome influence your decision to join the gym?"
360,510ce5db,Travel and Tourism,"**Positive Framing Question:**

""When planning your next vacation, how appealing do you find the idea of visiting a beautiful island destination known for its white sandy beaches, vibrant culture, and stunning sunsets?""",Positive,"When planning your next vacation, how appealing do you find the idea of visiting a beautiful island destination known for its white sandy beaches, vibrant culture, and stunning sunsets?"
361,510ce5db,Travel and Tourism,"Framing Question (Negative):

""If you choose to visit Destination A, there is a 30% chance that your trip will involve significant delays, lost luggage, or even cancellations that could ruin your vacation. Would you still consider traveling there, or would you rather opt for a more reliable destination?""",Negative,"If you choose to visit Destination A, there is a 30% chance that your trip will involve significant delays, lost luggage, or even cancellations that could ruin your vacation. Would you still consider traveling there, or would you rather opt for a more reliable destination?"
362,941d380c,Travel and Tourism,"**Framing Question:**

""Imagine you have the opportunity to take a vacation package that offers a luxurious beach resort experience. This package includes complimentary spa treatments, gourmet dining, and breathtaking views. How likely are you to choose this vacation package for your next holiday?"" 

**Response Options:**
1. Very likely
2. Likely
3. Neutral
4. Unlikely
5. Very unlikely",Positive,"Imagine you have the opportunity to take a vacation package that offers a luxurious beach resort experience. This package includes complimentary spa treatments, gourmet dining, and breathtaking views. How likely are you to choose this vacation package for your next holiday?"
363,941d380c,Travel and Tourism,"Framing Question (Negative Frame): 

""Imagine you are planning a trip to a beautiful tropical island. However, there is a high chance that you will encounter heavy rain during your visit, which could disrupt your activities and lead to disappointment. Would you still choose to go to this island, or would you prefer to visit a more reliable destination with guaranteed good weather?""",Negative,"Imagine you are planning a trip to a beautiful tropical island. However, there is a high chance that you will encounter heavy rain during your visit, which could disrupt your activities and lead to disappointment. Would you still choose to go to this island, or would you prefer to visit a more reliable destination with guaranteed good weather?"
364,08af3f01,Travel and Tourism,"**Framing Question:**

Imagine you are planning your next vacation. Would you prefer to stay at a luxurious beachfront resort that offers complimentary breakfast, spa treatments, and stunning ocean views, ensuring relaxation and enjoyment, or a standard hotel with basic amenities? 

**Positive Framing:** Emphasizes the luxurious and enjoyable aspects of the beachfront resort experience.",Positive,"Imagine you are planning your next vacation. Would you prefer to stay at a luxurious beachfront resort that offers complimentary breakfast, spa treatments, and stunning ocean views, ensuring relaxation and enjoyment, or a standard hotel with basic amenities? Emphasizes the luxurious and enjoyable aspects of the beachfront resort experience."
365,08af3f01,Travel and Tourism,"Framing Question: 

""Imagine you are considering a vacation package that costs $3,000. Unfortunately, previous visitors to this destination experienced travel delays, lost luggage, and unsafe conditions, which led to a disappointing trip for many. Would you still choose to book this vacation knowing the potential for these negative experiences?""",Negative,"Imagine you are considering a vacation package that costs $3,000. Unfortunately, previous visitors to this destination experienced travel delays, lost luggage, and unsafe conditions, which led to a disappointing trip for many. Would you still choose to book this vacation knowing the potential for these negative experiences?"
366,d069f943,Travel and Tourism,"Framing Question: 

""If you could choose between two amazing vacation packages, would you prefer to book the sunny beachfront resort that promises a week of relaxation and adventure, or a city exploration tour featuring vibrant local culture and unforgettable experiences, both guaranteed to create lasting memories?""",Positive,"If you could choose between two amazing vacation packages, would you prefer to book the sunny beachfront resort that promises a week of relaxation and adventure, or a city exploration tour featuring vibrant local culture and unforgettable experiences, both guaranteed to create lasting memories?"
367,d069f943,Travel and Tourism,"Imagine you are planning a trip to a popular tourist destination. You have two options for accommodations:

1. **Option A**: A luxurious hotel that costs $300 per night but has received numerous complaints about poor service and unhygienic conditions.

2. **Option B**: A budget-friendly hostel that costs $50 per night, with mixed reviews on cleanliness but generally praised for its communal atmosphere.

Given these options, which accommodation would you choose for your trip, knowing that both options have potential downsides?",Negative,"Imagine you are planning a trip to a popular tourist destination. You have two options for accommodations: 1. : A luxurious hotel that costs $300 per night but has received numerous complaints about poor service and unhygienic conditions. 2. : A budget-friendly hostel that costs $50 per night, with mixed reviews on cleanliness but generally praised for its communal atmosphere. Given these options, which accommodation would you choose for your trip, knowing that both options have potential downsides?"
368,115e3f22,Travel and Tourism,"**Framing Question (Positive):**

“Imagine you have the opportunity to go on a luxurious vacation to a tropical paradise. You can relax on beautiful beaches, enjoy exquisite cuisine, and experience the vibrant local culture. Would you choose to embark on this unforgettable journey and create lifelong memories?”",Positive,"“Imagine you have the opportunity to go on a luxurious vacation to a tropical paradise. You can relax on beautiful beaches, enjoy exquisite cuisine, and experience the vibrant local culture. Would you choose to embark on this unforgettable journey and create lifelong memories?”"
369,115e3f22,Travel and Tourism,"Sure! Here’s a negatively framed question related to the category 'Travel and Tourism':

""Are you aware that 40% of travelers who skip travel insurance end up facing significant financial losses due to unexpected cancellations or medical emergencies? How likely are you to risk your vacation without adequate coverage?""",Negative,Are you aware that 40% of travelers who skip travel insurance end up facing significant financial losses due to unexpected cancellations or medical emergencies? How likely are you to risk your vacation without adequate coverage?
370,60f8c2af,Political Decisions,"**Framing Question (Positive):**

""Imagine your community is considering a new initiative to invest in renewable energy sources. Supporters of the initiative assert that by adopting this project, we can create over 500 new local jobs, significantly reduce our carbon footprint, and enhance the overall health of our environment. How do you feel about supporting this initiative for a cleaner and more prosperous future for our community?""",Positive,"Imagine your community is considering a new initiative to invest in renewable energy sources. Supporters of the initiative assert that by adopting this project, we can create over 500 new local jobs, significantly reduce our carbon footprint, and enhance the overall health of our environment. How do you feel about supporting this initiative for a cleaner and more prosperous future for our community?"
371,60f8c2af,Political Decisions,"Framing Question (Negative): 

""If your preferred political candidate loses the election, what negative consequences do you think will arise for our community in terms of public safety, education funding, and job opportunities?""",Negative,"If your preferred political candidate loses the election, what negative consequences do you think will arise for our community in terms of public safety, education funding, and job opportunities?"
372,244e34e4,Political Decisions,"**Framing Question (Positive):**

""In the upcoming election, imagine that a candidate has a vision to create a cleaner, greener environment for our community, which will lead to increased job opportunities in renewable energy sectors. Would you support this candidate’s plan to invest in eco-friendly initiatives that promise to boost our local economy and improve our quality of life?""",Positive,"In the upcoming election, imagine that a candidate has a vision to create a cleaner, greener environment for our community, which will lead to increased job opportunities in renewable energy sectors. Would you support this candidate’s plan to invest in eco-friendly initiatives that promise to boost our local economy and improve our quality of life?"
373,244e34e4,Political Decisions,"Framing Question: 

""If you had to choose between two candidates, would you prefer the one who has a history of ethical violations and has been accused of misleading the public, or the one who, despite lacking experience, has a clean record and values transparency?""",Negative,"If you had to choose between two candidates, would you prefer the one who has a history of ethical violations and has been accused of misleading the public, or the one who, despite lacking experience, has a clean record and values transparency?"
374,af7b1106,Political Decisions,"Framing Question: 

""If your community adopts a new renewable energy policy, this initiative could lead to a significant increase in local jobs and boost economic growth while also contributing to a healthier environment. How enthusiastic are you about supporting this policy to create a brighter future for our neighborhood?""",Positive,"If your community adopts a new renewable energy policy, this initiative could lead to a significant increase in local jobs and boost economic growth while also contributing to a healthier environment. How enthusiastic are you about supporting this policy to create a brighter future for our neighborhood?"
375,af7b1106,Political Decisions,"Framing Question (Negative):

""Imagine your country is facing a major economic crisis. If the government decides to implement severe budget cuts, it will mean that essential public services, like healthcare and education, will significantly decline. Would you support these cuts if they are projected to save the country from further debt, knowing it could result in widespread unemployment and increased poverty?""",Negative,"Imagine your country is facing a major economic crisis. If the government decides to implement severe budget cuts, it will mean that essential public services, like healthcare and education, will significantly decline. Would you support these cuts if they are projected to save the country from further debt, knowing it could result in widespread unemployment and increased poverty?"
376,52196a7d,Political Decisions,"Framing Question (Positive): 

""If the government implements a new policy that is projected to create 100,000 new jobs and significantly boost the economy, how supportive are you of this initiative to enhance our community's prosperity?""",Positive,"If the government implements a new policy that is projected to create 100,000 new jobs and significantly boost the economy, how supportive are you of this initiative to enhance our community's prosperity?"
377,52196a7d,Political Decisions,"Framing Question (Negative): 

""Imagine your preferred candidate is discussing their plan to reduce unemployment. They state, 'While we can help some people find jobs, it's important to recognize that this plan will leave many without support and lead to increased despair for those struggling to find work. Are you still willing to support this approach for the sake of a few?'""

This question emphasizes the negative outcomes and consequences, focusing on the potential despair and lack of support, which may influence people's perceptions and decisions regarding the candidate's plan.",Negative,"Imagine your preferred candidate is discussing their plan to reduce unemployment. They state, 'While we can help some people find jobs, it's important to recognize that this plan will leave many without support and lead to increased despair for those struggling to find work. Are you still willing to support this approach for the sake of a few?'"
378,44fb64d6,Political Decisions,"**Framing Question:** 

""Imagine a new policy initiative that promises to increase job opportunities in your community by 25% over the next two years. How likely are you to support this initiative?"" 

This question frames the political decision positively by emphasizing the benefits and potential for growth in job opportunities.",Positive,Imagine a new policy initiative that promises to increase job opportunities in your community by 25% over the next two years. How likely are you to support this initiative?
379,44fb64d6,Political Decisions,"**Framing Question (Negative):**

""If voters are aware that candidate X has consistently failed to deliver on key promises in the past, how likely are they to support his candidacy again, given the potential for worsening economic conditions and increased corruption?""",Negative,"If voters are aware that candidate X has consistently failed to deliver on key promises in the past, how likely are they to support his candidacy again, given the potential for worsening economic conditions and increased corruption?"
380,91e477e1,Childcare and Parenting,"**Framing Question (Positive):**

""Imagine you have the opportunity to enroll your child in a remarkable early learning program that has been shown to enhance cognitive skills and social development. This program not only nurtures their creativity but also fosters friendships with other children. How excited are you about the prospect of giving your child this enriching experience?""",Positive,Imagine you have the opportunity to enroll your child in a remarkable early learning program that has been shown to enhance cognitive skills and social development. This program not only nurtures their creativity but also fosters friendships with other children. How excited are you about the prospect of giving your child this enriching experience?
381,91e477e1,Childcare and Parenting,"Framing Question: 

""Imagine you are considering a daycare for your child, but you have read that many children in this facility do not receive the individual attention they need, leading to increased anxiety and stress levels. Would you feel comfortable enrolling your child in this daycare despite these concerns, or would you prefer to look for other options?""",Negative,"Imagine you are considering a daycare for your child, but you have read that many children in this facility do not receive the individual attention they need, leading to increased anxiety and stress levels. Would you feel comfortable enrolling your child in this daycare despite these concerns, or would you prefer to look for other options?"
382,9d22685f,Childcare and Parenting,"Sure! Here’s a positively framed question in the category of Childcare and Parenting:

**""Imagine you have the opportunity to enroll your child in a unique after-school program that offers a safe environment, engaging activities, and the chance to make wonderful new friends. How likely are you to take advantage of this exciting opportunity for your child's growth and happiness?""**",Positive,"Imagine you have the opportunity to enroll your child in a unique after-school program that offers a safe environment, engaging activities, and the chance to make wonderful new friends. How likely are you to take advantage of this exciting opportunity for your child's growth and happiness?"
383,9d22685f,Childcare and Parenting,"Framing Question: 

""Imagine you have the option to enroll your child in a childcare program that has been reported to have a high incidence of accidents and safety breaches. Would you choose to risk your child's well-being by enrolling them in this program, or prioritize their safety by keeping them at home, despite the challenges this may bring to your daily routine?""",Negative,"Imagine you have the option to enroll your child in a childcare program that has been reported to have a high incidence of accidents and safety breaches. Would you choose to risk your child's well-being by enrolling them in this program, or prioritize their safety by keeping them at home, despite the challenges this may bring to your daily routine?"
384,01cb0569,Childcare and Parenting,"Certainly! Here’s a positively framed question in the category of 'Childcare and Parenting':

**""Imagine you have the opportunity to enroll your child in a nurturing and stimulating preschool that fosters creativity and social skills. How excited do you feel about the positive impact this experience could have on your child's development and future opportunities?""**",Positive,Imagine you have the opportunity to enroll your child in a nurturing and stimulating preschool that fosters creativity and social skills. How excited do you feel about the positive impact this experience could have on your child's development and future opportunities?
385,01cb0569,Childcare and Parenting,"Framing Question: 

""Imagine that you have the option to enroll your child in a childcare program that has a 20% chance of being below standard quality, which may put your child's development at risk. Would you choose this program, or would you prefer to look for options that guarantee a safe and nurturing environment?""",Negative,"Imagine that you have the option to enroll your child in a childcare program that has a 20% chance of being below standard quality, which may put your child's development at risk. Would you choose this program, or would you prefer to look for options that guarantee a safe and nurturing environment?"
386,c2edd2c5,Childcare and Parenting,"**Framing Question (Positive Framing):**

""Imagine you are considering enrolling your child in a new after-school program that promotes creativity and social skills. Would you say you are excited about the opportunity for your child to engage with peers and explore their interests in a nurturing environment?""",Positive,Imagine you are considering enrolling your child in a new after-school program that promotes creativity and social skills. Would you say you are excited about the opportunity for your child to engage with peers and explore their interests in a nurturing environment?
387,c2edd2c5,Childcare and Parenting,"Framing Question: 

""Imagine you are faced with a decision about enrolling your child in a daycare program. You have two options: 

1. A daycare that has a high turnover rate among staff, leading to the potential for your child to experience frequent changes in caregivers and potentially a lack of emotional stability. 
2. A daycare with a long-standing, experienced staff that provides a nurturing environment. 

Given these options, would you risk your child's well-being by choosing the one with high staff turnover?""",Negative,"Imagine you are faced with a decision about enrolling your child in a daycare program. You have two options: 1. A daycare that has a high turnover rate among staff, leading to the potential for your child to experience frequent changes in caregivers and potentially a lack of emotional stability. 2. A daycare with a long-standing, experienced staff that provides a nurturing environment. Given these options, would you risk your child's well-being by choosing the one with high staff turnover?"
388,898ef657,Childcare and Parenting,"Framing Question (Positive Framing):

""How would you feel about enrolling your child in a childcare program that offers a nurturing environment where they can develop valuable social skills and gain exciting learning experiences alongside their peers?""",Positive,How would you feel about enrolling your child in a childcare program that offers a nurturing environment where they can develop valuable social skills and gain exciting learning experiences alongside their peers?
389,898ef657,Childcare and Parenting,"**Framing Question (Negative Framing):** 

""If you choose to work long hours and forgo spending more time with your children, how much do you think your decision could negatively impact their emotional development and overall well-being?""",Negative,"If you choose to work long hours and forgo spending more time with your children, how much do you think your decision could negatively impact their emotional development and overall well-being?"
390,6ec92f5b,Product Safety,"Framing Question (Positive): 

""Imagine you are considering purchasing a new kitchen appliance that has been rigorously tested and is certified to meet the highest safety standards. Knowing that this product has a 95% safety rating and has received numerous positive testimonials from satisfied customers, how confident are you in your decision to buy this appliance for your home?""",Positive,"Imagine you are considering purchasing a new kitchen appliance that has been rigorously tested and is certified to meet the highest safety standards. Knowing that this product has a 95% safety rating and has received numerous positive testimonials from satisfied customers, how confident are you in your decision to buy this appliance for your home?"
391,6ec92f5b,Product Safety,"**Framing Question:**

""Imagine you are considering purchasing a new smartphone that has received some reports of accidents involving battery explosions leading to serious injuries. Would you still choose to buy this smartphone, or would you prefer to look for a safer alternative?""",Negative,"Imagine you are considering purchasing a new smartphone that has received some reports of accidents involving battery explosions leading to serious injuries. Would you still choose to buy this smartphone, or would you prefer to look for a safer alternative?"
392,b8bbddca,Product Safety,"Framing Question: 

""Imagine you are considering purchasing a new home security system. We're excited to share that our latest model has an impressive 95% customer satisfaction rating, with users reporting enhanced peace of mind and a safer living environment. How likely are you to choose this product for your home security needs?""",Positive,"Imagine you are considering purchasing a new home security system. We're excited to share that our latest model has an impressive 95% customer satisfaction rating, with users reporting enhanced peace of mind and a safer living environment. How likely are you to choose this product for your home security needs?"
393,b8bbddca,Product Safety,"Framing Question (Negative): 

""If a new toy is found to have a defect that could pose a choking hazard to children, would you still consider buying it for your child, knowing that there have been reports of injuries associated with similar toys?""",Negative,"If a new toy is found to have a defect that could pose a choking hazard to children, would you still consider buying it for your child, knowing that there have been reports of injuries associated with similar toys?"
394,9281edc9,Product Safety,"Framing Question (Positive): 

""When choosing a new smartphone, how appealing would you find a model that is advertised as having a 95% customer satisfaction rating for its safety features, ensuring that it provides enhanced durability and protection against accidents?""",Positive,"When choosing a new smartphone, how appealing would you find a model that is advertised as having a 95% customer satisfaction rating for its safety features, ensuring that it provides enhanced durability and protection against accidents?"
395,9281edc9,Product Safety,"**Framing Question:**

""If you purchase this new kitchen appliance, you should be aware that it has a higher risk of malfunction compared to other models, potentially leading to accidents and safety hazards in your home. Would you still consider buying it?""",Negative,"If you purchase this new kitchen appliance, you should be aware that it has a higher risk of malfunction compared to other models, potentially leading to accidents and safety hazards in your home. Would you still consider buying it?"
396,b0a6fd24,Product Safety,"**Framing Question (Positive Framing Type):**

""Our latest product has undergone extensive safety testing and has received top ratings for safety and reliability. How likely are you to recommend this product to others based on its outstanding safety features?""",Positive,Our latest product has undergone extensive safety testing and has received top ratings for safety and reliability. How likely are you to recommend this product to others based on its outstanding safety features?
397,b0a6fd24,Product Safety,"Framing Question (Negative): 

""Imagine a new brand of kitchen knives that has a 10% chance of causing serious injuries during use. Would you still consider purchasing these knives, knowing that many customers have reported accidents?""",Negative,"Imagine a new brand of kitchen knives that has a 10% chance of causing serious injuries during use. Would you still consider purchasing these knives, knowing that many customers have reported accidents?"
398,6228911c,Product Safety,"Sure! Here’s a positively framed question related to product safety:

""Imagine you have the option to purchase a new kitchen appliance that has been certified with a 95% safety rating, ensuring it meets the highest safety standards. How likely are you to choose this appliance for your home?""",Positive,"Imagine you have the option to purchase a new kitchen appliance that has been certified with a 95% safety rating, ensuring it meets the highest safety standards. How likely are you to choose this appliance for your home?"
399,6228911c,Product Safety,"Certainly! Here’s a negatively framed question for the category 'Product Safety':

""Imagine you find out that a popular brand of children's toys has been recalled due to toxic materials that can cause serious health issues. How likely are you to trust and continue purchasing products from this brand in the future?""",Negative,Imagine you find out that a popular brand of children's toys has been recalled due to toxic materials that can cause serious health issues. How likely are you to trust and continue purchasing products from this brand in the future?
400,21f0a5aa,Privacy and Data Security,"Certainly! Here’s a positively framed question for the category 'Privacy and Data Security':

""How beneficial do you think it is for companies to prioritize user privacy and data security, ensuring that your personal information is safeguarded and creating a safer online environment for everyone?""",Positive,"How beneficial do you think it is for companies to prioritize user privacy and data security, ensuring that your personal information is safeguarded and creating a safer online environment for everyone?"
401,21f0a5aa,Privacy and Data Security,"Framing Question (Negative): 

""Imagine a scenario where a major data breach exposes the personal information of millions of users, including their sensitive data such as financial records and personal identifiers. Would you be willing to risk your privacy and the security of your personal information by using a new app that may not have robust data protection measures in place?""",Negative,"Imagine a scenario where a major data breach exposes the personal information of millions of users, including their sensitive data such as financial records and personal identifiers. Would you be willing to risk your privacy and the security of your personal information by using a new app that may not have robust data protection measures in place?"
402,3ea99e2c,Privacy and Data Security,"Framing Question (Positive):

""Imagine a world where your personal data is fully protected, and you can effortlessly enjoy peace of mind knowing that your online activities are secure. How likely are you to share more personal information with companies that prioritize your privacy and implement robust data security measures?""",Positive,"Imagine a world where your personal data is fully protected, and you can effortlessly enjoy peace of mind knowing that your online activities are secure. How likely are you to share more personal information with companies that prioritize your privacy and implement robust data security measures?"
403,3ea99e2c,Privacy and Data Security,"Framing Question (Negative): 

""If you choose to share your personal information online, would you be comfortable knowing that your data could be sold to third parties, potentially leading to identity theft and a loss of personal privacy?"" 

This question highlights the negative aspects of sharing personal information, emphasizing the risks and potential consequences associated with lax data security.",Negative,"If you choose to share your personal information online, would you be comfortable knowing that your data could be sold to third parties, potentially leading to identity theft and a loss of personal privacy?"
404,ede77360,Privacy and Data Security,"**Framing Question:**

""Imagine a new online service that ensures your personal data is completely secure and protected with the latest technology. How likely would you be to use this service, knowing that your privacy will be enhanced and you can have peace of mind while sharing your information?""",Positive,"Imagine a new online service that ensures your personal data is completely secure and protected with the latest technology. How likely would you be to use this service, knowing that your privacy will be enhanced and you can have peace of mind while sharing your information?"
405,ede77360,Privacy and Data Security,"Framing Question: 

""Imagine a new social media platform that has recently come under fire for its poor data security practices. Would you still consider joining this platform, knowing that your personal information could be at risk of being exposed or misused?""",Negative,"Imagine a new social media platform that has recently come under fire for its poor data security practices. Would you still consider joining this platform, knowing that your personal information could be at risk of being exposed or misused?"
406,a2cf9160,Privacy and Data Security,"Framing Question (Positive Framing):

""Imagine a new data security service that offers you complete control over your personal information, allowing you to easily manage who can access your data while providing top-notch protection against cyber threats. How likely would you be to choose this service to enhance your online privacy and security?""",Positive,"Imagine a new data security service that offers you complete control over your personal information, allowing you to easily manage who can access your data while providing top-notch protection against cyber threats. How likely would you be to choose this service to enhance your online privacy and security?"
407,a2cf9160,Privacy and Data Security,"Framing Question: 

""If you choose to share your personal information online, are you aware that doing so increases the risk of identity theft and can lead to severe financial losses and a lifetime of privacy violations?""",Negative,"If you choose to share your personal information online, are you aware that doing so increases the risk of identity theft and can lead to severe financial losses and a lifetime of privacy violations?"
408,367f56e2,Privacy and Data Security,"**Framing Question (Positive):** 

""Imagine your online activity is protected by cutting-edge security measures that ensure your personal information remains confidential and secure. How likely are you to feel comfortable sharing your data with companies that prioritize your privacy and use advanced technology to safeguard your information?"" 

(Answer options: Very likely, Likely, Neutral, Unlikely, Very unlikely)",Positive,Imagine your online activity is protected by cutting-edge security measures that ensure your personal information remains confidential and secure. How likely are you to feel comfortable sharing your data with companies that prioritize your privacy and use advanced technology to safeguard your information?
409,367f56e2,Privacy and Data Security,"Framing Question: 

""If your personal data were to be leaked online, resulting in identity theft and financial loss, how would you feel about the current privacy protections offered by tech companies?""",Negative,"If your personal data were to be leaked online, resulting in identity theft and financial loss, how would you feel about the current privacy protections offered by tech companies?"
410,bb9a36b8,Media Consumption,"Sure! Here’s a positively framed question related to the category 'Media Consumption':

""How exciting is it for you to discover new, inspiring documentaries that broaden your perspective and enhance your understanding of the world?""",Positive,"How exciting is it for you to discover new, inspiring documentaries that broaden your perspective and enhance your understanding of the world?"
411,bb9a36b8,Media Consumption,"Framing Question: ""If you were aware that watching excessive amounts of TV could lead to lower cognitive function and decreased overall life satisfaction, how likely would you be to reduce your daily screen time?""",Negative,"If you were aware that watching excessive amounts of TV could lead to lower cognitive function and decreased overall life satisfaction, how likely would you be to reduce your daily screen time?"
412,3de7b94f,Media Consumption,"Sure! Here’s a framing question for the category 'Media Consumption' with a positive framing:

*""How much more enjoyable do you find choosing to watch uplifting documentaries that inspire positive change compared to traditional reality shows?""*",Positive,How much more enjoyable do you find choosing to watch uplifting documentaries that inspire positive change compared to traditional reality shows?
413,3de7b94f,Media Consumption,"Framing Question (Negative): 

""Imagine you are considering subscribing to a news streaming service. You hear that 60% of new subscribers report feeling more anxious and overwhelmed due to constant exposure to distressing news stories. Given this feedback, how likely are you to continue with a subscription?""",Negative,"Imagine you are considering subscribing to a news streaming service. You hear that 60% of new subscribers report feeling more anxious and overwhelmed due to constant exposure to distressing news stories. Given this feedback, how likely are you to continue with a subscription?"
414,4e255bf9,Media Consumption,"Sure! Here’s a positively framed question for the category 'Media Consumption':

""How excited are you about the opportunity to discover new and inspiring content that enhances your creativity and broadens your perspective through your media consumption?""",Positive,How excited are you about the opportunity to discover new and inspiring content that enhances your creativity and broadens your perspective through your media consumption?
415,4e255bf9,Media Consumption,"Framing Question: 

""Imagine you come across a news article that reports a significant increase in misinformation and fake news spreading across social media platforms. How concerned are you about the negative impact this will have on your ability to trust the news you consume daily?""",Negative,Imagine you come across a news article that reports a significant increase in misinformation and fake news spreading across social media platforms. How concerned are you about the negative impact this will have on your ability to trust the news you consume daily?
416,a86e22a5,Media Consumption,"**Framing Question:** 

""Imagine you have the opportunity to subscribe to a new streaming service that offers a diverse library of movies and shows from around the world. By choosing this subscription, you can explore a variety of cultures and enjoy family-friendly entertainment anytime, enhancing your viewing experience. How likely are you to subscribe to this service based on its exciting offerings?""",Positive,"Imagine you have the opportunity to subscribe to a new streaming service that offers a diverse library of movies and shows from around the world. By choosing this subscription, you can explore a variety of cultures and enjoy family-friendly entertainment anytime, enhancing your viewing experience. How likely are you to subscribe to this service based on its exciting offerings?"
417,a86e22a5,Media Consumption,"**Framing Question (Negative)**: 

""Imagine you have the opportunity to subscribe to a new streaming service that promises revolutionary content. However, studies have shown that most users end up feeling overwhelmed by the sheer volume of content and often waste hours searching for something worth watching, which can lead to increased feelings of dissatisfaction and regret about their viewing choices. How likely are you to subscribe to this streaming service knowing that many have reported feeling disheartened by their media consumption?""",Negative,"Imagine you have the opportunity to subscribe to a new streaming service that promises revolutionary content. However, studies have shown that most users end up feeling overwhelmed by the sheer volume of content and often waste hours searching for something worth watching, which can lead to increased feelings of dissatisfaction and regret about their viewing choices. How likely are you to subscribe to this streaming service knowing that many have reported feeling disheartened by their media consumption?"
418,e4168d42,Media Consumption,"Framing Question (Positive): 

""Imagine you come across a new streaming platform that offers over 1,000 movies and shows to choose from, along with personalized recommendations tailored to your taste. How excited are you to explore this vast selection and discover new favorites?""",Positive,"Imagine you come across a new streaming platform that offers over 1,000 movies and shows to choose from, along with personalized recommendations tailored to your taste. How excited are you to explore this vast selection and discover new favorites?"
419,e4168d42,Media Consumption,"**Framing Question (Negative):** 

""Imagine you come across a news article that highlights the alarming statistics of declining youth engagement in reading and media consumption. Considering the pervasive distraction of digital devices and the overwhelming influence of social media, how disheartened are you by the thought that today's youth may be missing out on the enriching experiences of traditional media, such as books and quality journalism?""",Negative,"Imagine you come across a news article that highlights the alarming statistics of declining youth engagement in reading and media consumption. Considering the pervasive distraction of digital devices and the overwhelming influence of social media, how disheartened are you by the thought that today's youth may be missing out on the enriching experiences of traditional media, such as books and quality journalism?"
420,483c2d8e,Diet and Nutrition,"Certainly! Here's a positively framed question for the category 'Diet and Nutrition':

**Framing Question:** ""Imagine you are choosing a new healthy snack to include in your diet. If you select our delicious almond energy bars, you’ll enjoy a boost of energy and essential nutrients, helping you feel great and stay active throughout the day. How likely are you to choose this healthy snack option?""",Positive,"Imagine you are choosing a new healthy snack to include in your diet. If you select our delicious almond energy bars, you’ll enjoy a boost of energy and essential nutrients, helping you feel great and stay active throughout the day. How likely are you to choose this healthy snack option?"
421,483c2d8e,Diet and Nutrition,"Framing Question (Negative): 

""If you choose to eat a high-sugar diet, how likely do you believe it is that you will experience serious health issues, such as obesity or diabetes, compared to someone who maintains a balanced diet?""",Negative,"If you choose to eat a high-sugar diet, how likely do you believe it is that you will experience serious health issues, such as obesity or diabetes, compared to someone who maintains a balanced diet?"
422,71d0d625,Diet and Nutrition,"Sure! Here's a positively framed question related to diet and nutrition:

""If you choose to incorporate more fruits and vegetables into your diet, how do you think it will enhance your overall well-being and energy levels each day?""",Positive,"If you choose to incorporate more fruits and vegetables into your diet, how do you think it will enhance your overall well-being and energy levels each day?"
423,71d0d625,Diet and Nutrition,"Framing Question (Negative): 

""If you continue to indulge in unhealthy eating habits, how much more likely do you think you will be to develop serious health issues like diabetes and heart disease within the next five years?""",Negative,"If you continue to indulge in unhealthy eating habits, how much more likely do you think you will be to develop serious health issues like diabetes and heart disease within the next five years?"
